Bandgap,Electron affinity,Acceptor density,CB effective DOS,VB effective DOS,Defect density,Thickness,Dielectric permittivity,PCE
1.30E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.66E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,5.00E-01,1.20E+01,3.65E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,1.00E+00,8.00E+00,3.86E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,1.00E+00,1.20E+01,3.85E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,5.00E-01,8.00E+00,3.10E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.09E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.19E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.19E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.62E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,5.00E-01,1.20E+01,3.61E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,1.00E+00,8.00E+00,3.81E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,1.00E+00,1.20E+01,3.80E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,5.00E-01,8.00E+00,3.04E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.04E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.13E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.13E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.49E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,5.00E-01,1.20E+01,3.48E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,1.00E+00,8.00E+00,3.67E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,1.00E+00,1.20E+01,3.67E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,5.00E-01,8.00E+00,2.91E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,5.00E-01,1.20E+01,2.91E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.00E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.00E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.45E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,5.00E-01,1.20E+01,3.44E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,1.00E+00,8.00E+00,3.62E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,1.00E+00,1.20E+01,3.62E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,5.00E-01,8.00E+00,2.86E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,5.00E-01,1.20E+01,2.86E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,1.00E+00,8.00E+00,2.94E+01
1.30E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,1.00E+00,1.20E+01,2.94E+01
1.30E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,1.00E+00,8.00E+00,2.94E+01
1.30E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,1.00E+00,1.20E+01,2.94E+01
1.30E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,1.00E+00,8.00E+00,2.94E+01
1.30E+00,4.15E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,1.00E+00,8.00E+00,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,5.00E-01,8.00E+00,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,5.00E-01,1.20E+01,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,1.00E+00,8.00E+00,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,1.00E+00,1.20E+01,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,5.00E-01,8.00E+00,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,5.00E-01,1.20E+01,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,1.00E+00,8.00E+00,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,1.00E+00,1.20E+01,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,5.00E-01,8.00E+00,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,5.00E-01,1.20E+01,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,1.00E+00,8.00E+00,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,1.00E+00,1.20E+01,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,5.00E-01,8.00E+00,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,5.00E-01,1.20E+01,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,1.00E+00,8.00E+00,2.94E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,1.00E+00,1.20E+01,2.82E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,5.00E-01,8.00E+00,2.82E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,5.00E-01,1.20E+01,2.82E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,1.00E+00,8.00E+00,2.82E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,1.00E+00,1.20E+01,2.82E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,5.00E-01,8.00E+00,3.02E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.02E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.02E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,1.00E+00,1.20E+01,2.77E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,5.00E-01,8.00E+00,2.77E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,5.00E-01,1.20E+01,2.77E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,1.00E+00,8.00E+00,2.77E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,1.00E+00,1.20E+01,2.77E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,5.00E-01,8.00E+00,2.77E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.59E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.59E+01
1.30E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.81E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.81E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,5.00E-01,1.20E+01,3.09E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,1.00E+00,8.00E+00,3.09E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,1.00E+00,1.20E+01,3.19E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,5.00E-01,8.00E+00,3.19E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.57E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.57E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.78E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.77E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,5.00E-01,1.20E+01,3.04E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,1.00E+00,8.00E+00,3.04E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,1.00E+00,1.20E+01,3.13E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,5.00E-01,8.00E+00,3.13E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.41E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.40E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.61E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.61E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,5.00E-01,1.20E+01,2.91E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,1.00E+00,8.00E+00,2.90E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,1.00E+00,1.20E+01,2.99E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,5.00E-01,8.00E+00,2.99E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.39E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.38E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.58E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.57E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,5.00E-01,1.20E+01,2.85E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,1.00E+00,8.00E+00,2.85E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,1.00E+00,1.20E+01,2.93E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,5.00E-01,8.00E+00,2.93E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.65E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.65E+01
1.30E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.90E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.90E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,5.00E-01,1.20E+01,3.36E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,1.00E+00,8.00E+00,3.36E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,1.00E+00,1.20E+01,3.51E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,5.00E-01,8.00E+00,3.51E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.63E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.62E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.87E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.87E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,5.00E-01,1.20E+01,3.31E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,1.00E+00,8.00E+00,3.31E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,1.00E+00,1.20E+01,3.45E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,5.00E-01,8.00E+00,3.45E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.46E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.46E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.70E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.70E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,5.00E-01,1.20E+01,3.18E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,1.00E+00,8.00E+00,3.18E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,1.00E+00,1.20E+01,3.31E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,5.00E-01,8.00E+00,3.31E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.44E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.44E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.67E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.67E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,5.00E-01,1.20E+01,3.12E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,1.00E+00,8.00E+00,3.12E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,1.00E+00,1.20E+01,3.25E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,5.00E-01,8.00E+00,3.25E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.39E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.39E+01
1.40E+00,4.15E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.67E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.67E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,5.00E-01,1.20E+01,3.02E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,1.00E+00,8.00E+00,3.02E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,1.00E+00,1.20E+01,3.19E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,5.00E-01,8.00E+00,3.19E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.38E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.38E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.65E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.65E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,5.00E-01,1.20E+01,2.98E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,1.00E+00,8.00E+00,2.98E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,1.00E+00,1.20E+01,3.14E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,5.00E-01,8.00E+00,3.14E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.22E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.22E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.48E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.48E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,5.00E-01,1.20E+01,2.86E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,1.00E+00,8.00E+00,2.86E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,1.00E+00,1.20E+01,3.01E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,5.00E-01,8.00E+00,3.01E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.21E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.21E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.47E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.47E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,5.00E-01,1.20E+01,2.82E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,1.00E+00,8.00E+00,2.81E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,1.00E+00,1.20E+01,2.96E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,5.00E-01,8.00E+00,2.96E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.42E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.43E+01
1.40E+00,4.15E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.71E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.72E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,5.00E-01,1.20E+01,3.25E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,1.00E+00,8.00E+00,3.25E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+12,1.00E+00,1.20E+01,3.45E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,5.00E-01,8.00E+00,3.45E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.42E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.42E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.71E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.71E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,5.00E-01,1.20E+01,3.22E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,1.00E+00,8.00E+00,3.22E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+12,1.00E+00,1.20E+01,3.41E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,5.00E-01,8.00E+00,3.41E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.25E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.27E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+17,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.53E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.55E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,5.00E-01,1.20E+01,3.09E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,1.00E+00,8.00E+00,3.09E+01
