Bandgap,Electron affinity,Acceptor density,CB effective DOS,VB effective DOS,Defect density,Thickness,Dielectric permittivity,PCE
1.40E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+12,1.00E+00,1.20E+01,3.27E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,5.00E-01,8.00E+00,3.27E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.25E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.26E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.53E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.54E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,5.00E-01,1.20E+01,3.05E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,1.00E+00,8.00E+00,3.05E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+12,1.00E+00,1.20E+01,3.23E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,5.00E-01,8.00E+00,3.23E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.26E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.26E+01
1.40E+00,4.20E+00,1.00E+15,1.00E+18,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.54E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.54E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,5.00E-01,1.20E+01,2.99E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,1.00E+00,8.00E+00,2.99E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+12,1.00E+00,1.20E+01,3.17E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,5.00E-01,8.00E+00,3.17E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.26E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.26E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.53E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.53E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,5.00E-01,1.20E+01,2.96E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,1.00E+00,8.00E+00,2.96E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+12,1.00E+00,1.20E+01,3.13E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,5.00E-01,8.00E+00,3.13E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.09E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.09E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+17,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.35E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,5.00E-01,8.00E+00,3.35E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,5.00E-01,1.20E+01,2.83E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,1.00E+00,8.00E+00,2.83E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+12,1.00E+00,1.20E+01,2.99E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,5.00E-01,8.00E+00,2.99E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,5.00E-01,1.20E+01,3.09E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,1.00E+00,8.00E+00,3.09E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,5.00E+17,1.00E+14,1.00E+00,1.20E+01,3.35E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,5.00E-01,8.00E+00,3.35E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,5.00E-01,1.20E+01,2.79E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,1.00E+00,8.00E+00,2.79E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+12,1.00E+00,1.20E+01,2.95E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,5.00E-01,8.00E+00,2.95E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,5.00E-01,1.20E+01,3.25E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,1.00E+00,8.00E+00,3.27E+01
1.40E+00,4.20E+00,1.00E+17,1.00E+18,1.00E+18,1.00E+14,1.00E+00,1.20E+01,3.52E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,1.50E+00,1.60E+01,2.47E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,1.50E+00,2.00E+01,2.45E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,2.00E+00,1.60E+01,2.48E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,2.00E+00,2.00E+01,2.46E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,1.50E+00,1.60E+01,1.55E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,1.50E+00,2.00E+01,1.50E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,2.00E+00,1.60E+01,1.55E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,2.00E+00,2.00E+01,1.51E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,1.50E+00,1.60E+01,2.36E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,1.50E+00,2.00E+01,2.34E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,2.00E+00,1.60E+01,2.36E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,2.00E+00,2.00E+01,2.33E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+16,1.50E+00,1.60E+01,1.47E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+16,1.50E+00,2.00E+01,1.42E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+16,2.00E+00,1.60E+01,1.47E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+16,2.00E+00,2.00E+01,1.42E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+15,1.50E+00,1.60E+01,1.83E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+15,1.50E+00,2.00E+01,1.70E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+15,2.00E+00,1.60E+01,1.85E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+15,2.00E+00,2.00E+01,1.71E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+16,1.50E+00,1.60E+01,8.38E+00
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+16,1.50E+00,2.00E+01,7.14E+00
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+16,2.00E+00,1.60E+01,8.38E+00
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+16,2.00E+00,2.00E+01,7.14E+00
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+15,1.50E+00,1.60E+01,1.75E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+15,1.50E+00,2.00E+01,1.62E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+15,2.00E+00,1.60E+01,1.75E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+15,2.00E+00,2.00E+01,1.62E+01
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+16,1.50E+00,1.60E+01,7.88E+00
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+16,1.50E+00,2.00E+01,6.72E+00
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+16,2.00E+00,1.60E+01,7.88E+00
1.45E+00,4.25E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+16,2.00E+00,2.00E+01,6.73E+00
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+15,1.50E+00,1.60E+01,2.48E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+15,1.50E+00,2.00E+01,2.47E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+15,2.00E+00,1.60E+01,2.50E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+15,2.00E+00,2.00E+01,2.48E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+16,1.50E+00,1.60E+01,1.43E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+16,1.50E+00,2.00E+01,1.41E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+16,2.00E+00,1.60E+01,1.43E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+16,2.00E+00,2.00E+01,1.41E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+15,1.50E+00,1.60E+01,2.38E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+15,1.50E+00,2.00E+01,2.37E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+15,2.00E+00,1.60E+01,2.38E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+15,2.00E+00,2.00E+01,2.36E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+16,1.50E+00,1.60E+01,1.36E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+16,1.50E+00,2.00E+01,1.34E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+16,2.00E+00,1.60E+01,1.36E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+16,2.00E+00,2.00E+01,1.34E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+15,1.50E+00,1.60E+01,1.41E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+15,1.50E+00,2.00E+01,1.37E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+15,2.00E+00,1.60E+01,1.42E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+15,2.00E+00,2.00E+01,1.38E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+16,1.50E+00,1.60E+01,4.94E+00
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+16,1.50E+00,2.00E+01,4.67E+00
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+16,2.00E+00,1.60E+01,4.94E+00
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+16,2.00E+00,2.00E+01,4.67E+00
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+15,1.50E+00,1.60E+01,1.36E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+15,1.50E+00,2.00E+01,1.31E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+15,2.00E+00,1.60E+01,1.35E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+15,2.00E+00,2.00E+01,1.31E+01
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+16,1.50E+00,1.60E+01,4.67E+00
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+16,1.50E+00,2.00E+01,4.41E+00
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+16,2.00E+00,1.60E+01,4.67E+00
1.45E+00,4.25E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+16,2.00E+00,2.00E+01,4.41E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,1.50E+00,1.60E+01,2.08E+01
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,1.50E+00,2.00E+01,1.96E+01
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,2.00E+00,1.60E+01,2.10E+01
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,2.00E+00,2.00E+01,1.98E+01
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,1.50E+00,1.60E+01,1.04E+01
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,1.50E+00,2.00E+01,9.09E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,2.00E+00,1.60E+01,1.04E+01
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,2.00E+00,2.00E+01,9.09E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,1.50E+00,1.60E+01,1.98E+01
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,1.50E+00,2.00E+01,1.87E+01
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,2.00E+00,1.60E+01,1.99E+01
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,2.00E+00,2.00E+01,1.88E+01
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+16,1.50E+00,1.60E+01,9.78E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+16,1.50E+00,2.00E+01,8.58E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+16,2.00E+00,1.60E+01,9.78E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+16,2.00E+00,2.00E+01,8.58E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+15,1.50E+00,1.60E+01,8.11E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+15,1.50E+00,2.00E+01,6.49E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+15,2.00E+00,1.60E+01,8.24E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+15,2.00E+00,2.00E+01,6.59E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+16,1.50E+00,1.60E+01,2.46E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+16,1.50E+00,2.00E+01,1.82E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+16,2.00E+00,1.60E+01,2.46E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+18,1.00E+16,2.00E+00,2.00E+01,1.82E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+15,1.50E+00,1.60E+01,7.69E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+15,1.50E+00,2.00E+01,6.18E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+15,2.00E+00,1.60E+01,7.76E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+15,2.00E+00,2.00E+01,6.23E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+16,1.50E+00,1.60E+01,2.29E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+16,1.50E+00,2.00E+01,1.71E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+16,2.00E+00,1.60E+01,2.29E+00
1.45E+00,4.30E+00,1.00E+19,1.00E+20,1.00E+19,1.00E+16,2.00E+00,2.00E+01,1.71E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+15,1.50E+00,1.60E+01,1.71E+01
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+15,1.50E+00,2.00E+01,1.67E+01
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+15,2.00E+00,1.60E+01,1.74E+01
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+15,2.00E+00,2.00E+01,1.69E+01
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+16,1.50E+00,1.60E+01,6.65E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+16,1.50E+00,2.00E+01,6.33E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+16,2.00E+00,1.60E+01,6.66E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+18,1.00E+16,2.00E+00,2.00E+01,6.33E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+15,1.50E+00,1.60E+01,1.64E+01
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+15,1.50E+00,2.00E+01,1.60E+01
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+15,2.00E+00,1.60E+01,1.65E+01
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+15,2.00E+00,2.00E+01,1.61E+01
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+16,1.50E+00,1.60E+01,6.31E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+16,1.50E+00,2.00E+01,6.00E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+16,2.00E+00,1.60E+01,6.31E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+19,1.00E+19,1.00E+16,2.00E+00,2.00E+01,6.00E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+15,1.50E+00,1.60E+01,3.99E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+15,1.50E+00,2.00E+01,3.73E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+15,2.00E+00,1.60E+01,4.06E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+15,2.00E+00,2.00E+01,3.80E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+16,1.50E+00,1.60E+01,1.03E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+16,1.50E+00,2.00E+01,9.61E-01
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+16,2.00E+00,1.60E+01,1.03E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+18,1.00E+16,2.00E+00,2.00E+01,9.61E-01
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+15,1.50E+00,1.60E+01,3.82E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+15,1.50E+00,2.00E+01,3.58E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+15,2.00E+00,1.60E+01,3.86E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+15,2.00E+00,2.00E+01,3.61E+00
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+16,1.50E+00,1.60E+01,9.76E-01
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+16,1.50E+00,2.00E+01,9.08E-01
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+16,2.00E+00,1.60E+01,9.76E-01
1.45E+00,4.30E+00,1.00E+20,1.00E+20,1.00E+19,1.00E+16,2.00E+00,2.00E+01,9.08E-01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,1.50E+00,1.60E+01,2.41E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,1.50E+00,2.00E+01,2.39E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,2.00E+00,1.60E+01,2.43E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+15,2.00E+00,2.00E+01,2.41E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,1.50E+00,1.60E+01,1.51E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,1.50E+00,2.00E+01,1.47E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,2.00E+00,1.60E+01,1.51E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+18,1.00E+16,2.00E+00,2.00E+01,1.47E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,1.50E+00,1.60E+01,2.30E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,1.50E+00,2.00E+01,2.28E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,2.00E+00,1.60E+01,2.31E+01
1.50E+00,4.25E+00,1.00E+19,1.00E+19,1.00E+19,1.00E+15,2.00E+00,2.00E+01,2.29E+01
